6028505|Alquiler y Venta|Libre|Ordinario|||N|
6028506|Alquiler y Venta|Libre|Ordinario|||N|
6028918|Alquiler y Venta|Alquilado|Ordinario|N|Normal|N|N
6028933|Alquiler y Venta|Alquilado|Ordinario|S|Normal|N|N
6028934|Alquiler y Venta|Alquilado|Ordinario|S|Normal|N|N
6028935|Alquiler y Venta|Libre|Ordinario|||N|
6028974|Alquiler y Venta|Alquilado|Ordinario|N|Normal|N|N
6028975|Alquiler y Venta|Alquilado|Ordinario|N|Normal|N|N
6028976|Alquiler y Venta|Alquilado|Ordinario|N|Normal|N|N
6028977|Alquiler y Venta|Alquilado|Ordinario|N|Normal|N|N
6028978|Alquiler y Venta|Alquilado|Ordinario|N|Normal|N|N
6028981|Alquiler y Venta|Alquilado|Ordinario|N|Normal|N|N
6028982|Alquiler y Venta|Alquilado|Ordinario|N|Normal|N|N
6028984|Alquiler y Venta|Alquilado|Ordinario|N|Normal|N|N
6028985|Alquiler y Venta|Alquilado|Ordinario|N|Normal|N|N
6028986|Alquiler y Venta|Alquilado|Ordinario|N|Normal|N|N
6028987|Alquiler y Venta|Alquilado|Ordinario|N|Normal|N|N
6028988|Alquiler y Venta|Alquilado|Ordinario|N|Normal|N|N
6029011|Alquiler y Venta|Alquilado|Especial|N|Antiguo deudor|N|N
6029012|Alquiler y Venta|Alquilado|Especial|N|Antiguo deudor|N|N
6029013|Alquiler y Venta|Alquilado|Especial|N|Antiguo deudor|N|N
6029015|Alquiler y Venta|Alquilado|Especial|N|Antiguo deudor|N|N
6029017|Alquiler y Venta|Alquilado|Ordinario|N|Normal|N|N
6029018|Alquiler y Venta|Libre|Ordinario|||N|
6029041|Alquiler y Venta|Alquilado|Ordinario|N|Normal|N|N
6029054|Alquiler y Venta|Alquilado|Especial|N|Antiguo deudor|N|N
6029055|Alquiler y Venta|Alquilado|Especial|N|Antiguo deudor|N|N
6029077|Alquiler y Venta|Libre|Ordinario|||N|
6029078|Alquiler y Venta|Alquilado|Ordinario|N|Normal|N|N
6029079|Alquiler y Venta|Alquilado|Especial|N|Antiguo deudor|N|N
6029152|Alquiler y Venta|Alquilado|Ordinario|S|Normal|N|N
6029165|Alquiler y Venta|Libre|Ordinario|||N|
6029266|Alquiler y Venta|Libre|Ordinario|||N|
6029269|Alquiler y Venta|Alquilado|Especial|N|Antiguo deudor|N|N
6029304|Alquiler y Venta|Alquilado|Ordinario|N|Normal|N|N
6029310|Alquiler y Venta|Alquilado|Especial|N|Antiguo deudor|N|N
6029336|Alquiler y Venta|Alquilado|Especial|N|Antiguo deudor|N|N
6029338|Alquiler y Venta|Libre|Ordinario|||N|
6029339|Alquiler y Venta|Libre|Ordinario|||N|
6029340|Alquiler y Venta|Alquilado|Especial|N|Antiguo deudor|N|N
6029341|Alquiler y Venta|Libre|Ordinario|||N|
6029378|Alquiler y Venta|Alquilado|Especial|N|Antiguo deudor|N|N
6029400|Alquiler y Venta|Libre|Ordinario|||N|
6029412|Alquiler y Venta|Alquilado|Ordinario|N|Normal|N|N
6029413|Alquiler y Venta|Alquilado|Ordinario|N|Normal|N|N
6029415|Alquiler y Venta|Libre|Ordinario|||N|
6029417|Alquiler y Venta|Libre|Ordinario|||N|
6029521|Alquiler y Venta|Alquilado|Especial|N|Antiguo deudor|N|N
6029522|Alquiler y Venta|Libre|Ordinario|||N|
6029524|Alquiler y Venta|Alquilado|Especial|N|Antiguo deudor|N|N
6029525|Alquiler y Venta|Libre|Ordinario|||NO APLICA|
6029553|Alquiler y Venta|Alquilado|Ordinario|N|Normal|N|N
6029574|Alquiler y Venta|Alquilado|Especial|N|Antiguo deudor|N|N
6029575|Alquiler y Venta|Libre|Ordinario|||N|
6029576|Alquiler y Venta|Libre|Ordinario|||N|
6029579|Alquiler y Venta|Alquilado|Especial|N|Antiguo deudor|N|N
6029580|Alquiler y Venta|Alquilado|Especial|N|Antiguo deudor|N|N
6029582|Alquiler y Venta|Alquilado|Especial|N|Antiguo deudor|N|N
6029583|Alquiler y Venta|Libre|Ordinario|||N|
6029587|Alquiler y Venta|Alquilado|Ordinario|N|Normal|N|N
6029590|Alquiler y Venta|Alquilado|Especial|N|Antiguo deudor|N|N
6029608|Alquiler y Venta|Alquilado|Especial|N|Antiguo deudor|N|N
6029612|Alquiler y Venta|Alquilado|Especial|N|Antiguo deudor|N|N
6029614|Alquiler y Venta|Libre|Ordinario|||N|
6029617|Alquiler y Venta|Alquilado|Ordinario|N|Normal|N|N
6029657|Alquiler y Venta|Libre|Ordinario|||N|
6029658|Alquiler y Venta|Alquilado|Especial|N|Antiguo deudor|N|N
6029662|Alquiler y Venta|Alquilado|Ordinario|N|Normal|N|N
6029663|Alquiler y Venta|Alquilado|Ordinario|N|Normal|N|N
6029664|Alquiler y Venta|Alquilado|Ordinario|N|Normal|N|N
6029665|Alquiler y Venta|Alquilado|Ordinario|N|Normal|N|N
6029666|Alquiler y Venta|Alquilado|Ordinario|N|Normal|N|N
6029667|Alquiler y Venta|Alquilado|Ordinario|N|Normal|N|N
6029668|Alquiler y Venta|Alquilado|Ordinario|N|Normal|N|N
6029680|Alquiler y Venta|Alquilado|Ordinario|N|Normal|N|N
6029774|Alquiler y Venta|Libre|Ordinario|||N|
6029776|Alquiler y Venta|Libre|Ordinario|||N|
6029778|Alquiler y Venta|Libre|Ordinario|||N|
6029925|Alquiler y Venta|Alquilado|Ordinario|N|Normal|N|N
6029989|Alquiler y Venta|Alquilado|Ordinario|N|Normal|N|N
6030035|Alquiler y Venta|Libre|Ordinario|||N|
6030042|Alquiler y Venta|Alquilado|Ordinario|N|Normal|N|N
6030054|Alquiler y Venta|Alquilado|Especial|N|Antiguo deudor|N|N
6030074|Alquiler y Venta|Libre|Ordinario|||N|
6030080|Alquiler y Venta|Alquilado|Especial|N|Antiguo deudor|N|N
6030085|Alquiler y Venta|Alquilado|Especial|N|Antiguo deudor|N|N
6030158|Alquiler y Venta|Libre|Ordinario|||NO APLICA|
6030159|Alquiler y Venta|Libre|Ordinario|||NO APLICA|
6030160|Alquiler y Venta|Libre|Ordinario|||NO APLICA|
6030161|Alquiler y Venta|Libre|Ordinario|||NO APLICA|
6030162|Alquiler y Venta|Libre|Ordinario|||NO APLICA|
6030164|Alquiler y Venta|Alquilado|Ordinario|N|Normal|N|N
6030166|Alquiler y Venta|Libre|Ordinario|||NO APLICA|
6030172|Alquiler y Venta|Libre|Ordinario|||NO APLICA|
6030239|Alquiler y Venta|Libre|Ordinario|||NO APLICA|
6030248|Alquiler y Venta|Libre|Ordinario|||NO APLICA|
6030249|Alquiler y Venta|Libre|Ordinario|||NO APLICA|
6030250|Alquiler y Venta|Alquilado|Ordinario|N|Normal|N|N
6030252|Alquiler y Venta|Libre|Ordinario|||NO APLICA|
6030253|Alquiler y Venta|Libre|Ordinario|||NO APLICA|
